env,direction,n_vanilla,n_ddqn,mean_vanilla,mean_ddqn,d_raw
Asterix,HARM,30,30,22.033458800213342,18.866769184391508,-0.7995140896357501
Breakout,help,30,30,50.95351557130856,60.47357017705443,0.6622921537686051
FourRooms,help,30,30,0.4933346881624064,0.8533352565407754,1.3485480499572742
SpaceInvaders,help,30,30,73.90032411568366,105.2338152015349,2.1630864133680374
