alpha,n,eval_mean,eval_sd,eval_sem
0.0,15,10.412999351024629,1.262940497444802,0.32608983425697524
0.25,15,9.932268718878428,1.5977247510791455,0.41253075685019475
0.5,15,9.840925233364105,1.2576667420698393,0.32472815647436176
0.75,15,8.837284329334894,0.8110912455332958,0.20942285908033903
1.0,15,8.703175878127416,1.085735952389602,0.2803358174655718
