env,d_raw,redq_residual_D,abs_bias_D,mc_D
Asterix,-0.7995140896357501,40.77043182809241,230.55425903447843,6.372049338991774
Breakout,0.6622921537686051,7.683465396782208,43.73281239979364,9.113609467229203
FourRooms,1.3485480499572742,4.930959095708423,0.8329130013970181,0.18731833308373844
Freeway,0.10358070673667996,12.471064083630457,3.331036881559595,5.39784931808869
LunarLander,0.2491489099361524,3.5611964056823076,241.44588904930725,-90.76121107545035
MetaMaze,-0.08152878632255776,8.228645909967284,2.953744903329961,18.303937362221365
PacMan,0.37883653625002894,1.090352463917262,153.20436254825276,205.2835830692984
SpaceInvaders,2.1630864133680374,3.607388601230038,53.74164108405244,21.3811072912569
